Project_ID,Team_Size,Complexity,Risk_Rating,Scope_Creep_Frequency,Duration,Budget,Client_Satisfaction,Success
387,12,6,9,2,29.569832038483305,244045.404088617,39.05699627467605,0
388,5,6,3,2,17.256567715177702,126357.45170310518,65.02510115089281,1
389,10,1,4,3,14.79116487346927,125083.03819412221,66.86627734042986,1
390,10,8,1,4,34.59687051511782,195197.65384480127,54.789550774367925,0
391,4,6,3,4,14.546604946408397,181482.4319118227,55.76528422297021,0
392,8,3,2,2,14.663217878972965,158897.23443885797,77.7326306114003,1
393,9,9,2,1,23.59576491763619,254002.92249573246,64.94129776992516,1
394,4,2,1,4,10.7321779537058,103887.29880604109,81.6320717212677,1
395,13,8,8,3,34.85001151813855,303399.54537905834,32.23733991198178,0
396,12,3,3,4,23.587362023537068,150769.64905309313,63.2632969029907,1
397,4,5,3,3,15.260240301177486,127891.99357577234,59.11854179458673,0
398,12,6,6,2,34.22834694740363,320579.8758654783,45.297636594972786,0
399,3,6,8,4,19.112386122711722,127932.58499786055,28.789594884035864,0
400,10,4,9,3,24.371993309707744,200807.08124025055,34.89980535588294,0
401,3,3,9,2,8.453946040549933,101158.14936771957,43.9151864168955,0
402,11,4,4,1,23.820261185342353,224058.24847486804,66.59709720931207,1
403,13,1,5,3,25.69349105897696,245034.3341697849,65.84117591333994,1
404,8,4,2,1,18.24892151048556,135063.50880614846,80.08612043757715,1
405,9,1,9,1,18.180641842734982,103394.27530881113,53.43003164778767,0
406,12,1,8,0,18.301120181058813,130686.6299282424,58.61413100896191,0
407,9,6,3,4,27.323175551153334,205346.93684339212,57.40348017570788,0
408,12,5,9,3,27.76703234014778,276875.7181391156,39.24380888630017,0
409,5,4,3,1,9.162094505709685,109301.83924447675,74.7376904807387,1
410,4,3,9,0,12.848155556740767,120927.12860104696,42.14077469804619,0
411,11,1,2,2,15.07486388663883,150878.1667481934,87.72263871614071,1
412,10,6,9,3,31.450812846977207,185858.1256579849,27.89175666990184,0
413,14,2,8,1,21.350499681424054,144453.42147669286,61.797138071487076,1
414,12,8,9,4,44.42209750312102,214676.61629715233,20.349090354097882,0
415,9,5,5,0,23.23749810276344,176026.8375282805,59.945897918042526,0
416,11,7,2,1,31.020123674024042,250726.4994430372,63.80590753012374,0
417,6,2,8,4,10.547113408526805,132229.1335811481,47.619222288027636,0
418,6,8,6,1,23.22160731265602,244767.1756387766,50.31771495775182,0
419,3,2,8,3,9.758624345203483,61932.70497503637,53.67805665730007,0
420,10,4,5,3,22.13264935062189,205077.28906790938,56.03277345672067,0
421,14,1,2,3,23.948308571065606,237197.93434495945,79.83041034986095,1
422,5,5,6,0,15.425268936938547,196847.9355257509,58.85184362352433,0
423,9,9,5,3,30.322707872374124,255851.72948008816,39.02512927622234,0
424,14,1,5,4,27.929044077290857,215706.94132085505,59.822711336626554,0
425,4,9,1,1,31.00955482547434,258648.43784107384,69.65238999697209,0
426,4,8,2,2,17.339647256494676,143773.69845829162,60.468297639263696,1
427,9,6,8,4,27.266336551699606,197553.34486225093,25.99213195937805,0
428,8,7,3,4,28.074882919128513,304140.6931736607,53.47962990204253,0
429,5,3,3,3,12.676091189256484,108280.31390770283,66.4014132039197,1
430,11,1,8,0,17.70469405988818,76776.21588247256,52.28168682517979,0
431,12,5,8,1,29.896217634088913,229282.4893949178,47.65770217197103,0
432,8,2,2,0,15.426949553260567,156741.76098054898,85.67582288564891,1
433,12,5,8,1,28.441853208663755,234253.90703523494,47.9853683640722,0
434,12,8,1,1,30.39271156222739,322337.4694464304,73.91354431954794,0
435,8,9,6,0,34.80472113984404,298343.54589919647,48.8507700345685,0
436,3,2,8,4,8.827202479405756,67740.75058281262,50.49045352106949,0
437,6,3,3,1,13.40318642805042,115092.74728529809,76.58584445008287,1
438,12,3,8,0,32.83556228811195,203063.55220649097,55.14308129750424,0
439,8,1,1,1,18.029712808772896,117377.79953566773,95.05101726425075,1
440,8,8,9,2,31.418479668498595,242163.07279387882,27.83365791365862,0
441,13,6,9,4,35.85812402282889,268186.88699802844,29.48148061218203,0
442,14,8,5,3,30.139598911253053,273075.6009997216,40.193582277273435,0
443,7,9,4,1,25.26812525134789,276761.7633133189,50.24347665760698,0
444,3,5,6,2,15.939093172361737,138583.87088937228,54.297428473978655,0
445,10,3,7,3,20.31206862921294,135255.7573675717,45.50556718198419,0
446,7,5,5,3,21.723257577863812,162714.29280450696,54.82729581932814,0
447,14,5,9,1,32.533166006341204,262002.4345191962,42.1100085386311,0
448,14,5,3,0,27.366823251843737,235024.54090212449,72.91653514191701,1
449,14,3,7,1,25.826364269729794,245582.76317074837,58.1015104807003,0
450,7,4,5,2,15.518251083455617,154261.0540001144,56.29622266264728,0
451,9,9,7,3,35.404078924570854,277608.2638254834,28.0003002212089,0
452,6,9,2,1,28.839440611059455,218372.33700816013,63.2884367847638,0
453,8,2,4,0,12.621502630866525,88149.18588496646,79.23678345721666,1
454,6,8,2,1,33.54175009902463,142187.4604237518,66.08908438903643,0
455,5,8,7,4,20.999016124130655,224046.7245875289,31.299347891619334,0
456,9,7,2,0,30.362489551496388,244409.57098308636,75.16539924514487,0
457,10,8,1,2,23.043222186499932,283301.13707944774,72.58810042504443,1
458,6,3,9,3,12.3165860451448,128823.92968332116,38.71414395856499,0
459,4,6,1,1,20.15766576832851,161578.75248771138,81.5836902935524,1
460,14,1,8,0,19.60904443222711,216039.72458218242,64.76217653868169,1
461,12,7,2,4,32.51503859633335,290007.87175806356,64.88193184987944,0
462,5,1,8,0,8.90772689392217,91531.82155397946,61.61822594029318,1
463,3,9,3,4,25.869060910674847,203658.2407604777,45.73892383564103,0
464,10,1,6,2,16.19692758909149,131091.21996804528,67.7730826667312,1
465,5,1,3,3,9.154234457743627,80524.6372080312,76.15629771522379,1
466,14,7,7,2,31.9037978590178,253027.28380712244,44.844977650351694,0
467,12,2,9,1,20.17520088510154,168604.59213264272,52.1503963939685,0
468,9,5,2,0,19.664153220433835,203859.8531851212,73.67971372580152,1
469,12,8,5,4,37.91431452728517,295887.2799312486,41.128965331093546,0
470,7,8,6,4,35.16619783106666,223956.08255988642,35.93364769385447,0
471,12,3,4,0,24.87490618904579,152189.90456425116,76.3993207073919,1
472,7,7,4,0,26.15362899205202,232274.334124725,63.60327083762985,1
473,9,3,4,1,20.76460759084118,184524.16697818783,67.22356941661701,1
474,11,6,2,2,36.393804645593384,305747.6198100895,71.62253075171498,0
475,14,6,4,4,32.37630531045278,296321.69584308163,52.12130528428048,0
476,7,3,1,1,20.66339832455513,138033.6221864041,90.30587009219227,1
477,3,7,6,2,17.051806008642593,134648.20324052594,41.38373342717424,0
478,12,3,1,1,24.639427908357682,247236.58968891483,88.52140346863581,1
479,12,8,6,4,36.216441097530875,299895.9828899531,34.29602198736031,0
480,3,4,1,0,13.38119731135934,111480.7171288582,88.43136402977659,1
481,4,1,6,0,8.159266331865862,63205.38182003262,71.33052109745732,1
482,8,4,8,2,20.574237215867463,159096.85213982384,46.63082378244039,0
483,11,7,2,3,30.941792301829594,287595.4695641864,61.51138063702526,0
484,10,4,2,2,19.756106331764304,159313.90007492504,71.84425522483293,1
485,7,6,4,3,26.115084796939044,244013.81949308095,55.259276256358575,0
486,3,9,3,1,16.5622893959603,244448.37309876626,58.3574763885935,0
487,9,1,4,1,14.581913356337347,118564.70751579112,77.74981913661335,1
488,7,5,7,4,21.376809297099992,148947.92758968176,29.43656557187957,0
489,8,7,1,3,22.421840736082295,147437.37843084967,69.04790825070612,1
490,9,1,6,4,21.117160792135195,99720.30867783123,55.05600914795966,0
491,5,4,3,0,14.524801968141876,148058.05284342324,73.9555392779452,1
492,14,6,7,3,39.44119056008136,290505.72550943005,42.76769055054443,0
493,12,2,2,2,15.493402078346598,194809.60695918262,82.9090971832588,1
494,5,5,2,0,19.789665883657264,103860.50911689595,79.01803941117544,1
495,7,1,4,0,13.273714572731766,95271.1344582547,78.54349186143995,1
496,8,6,1,2,31.274738032325388,250487.2754135908,74.53409220403812,0
497,11,6,3,0,22.640945069211988,236158.90378722586,72.36931825376283,1
498,14,4,9,3,32.20396151490193,189108.21061504056,38.773002848975345,0
499,7,8,7,4,27.84116515473377,223759.11142796974,28.66879345541853,0
500,3,4,7,0,10.771604186463895,94121.6864694255,61.58476640459499,1
